,location_code,location_region_code,postcode,geocode,th_province,en_province,th_district,en_district,th_subdistrict,en_subdistrict,latitude,longitude
0,103800003,104900005 ,10200,10200,กรุงเทพมหานคร,Bangkok,เขตพระนคร,Phra Nakhon,แขวงพระบรมมหาราชวัง,Phraborom Maharatchawang,13.751289000000002,100.49209599999999
1,103800004,104900005 ,10200,10200,กรุงเทพมหานคร,Bangkok,เขตพระนคร,Phra Nakhon,แขวงวังบูรพาภิรมย์,Wang Burapha Phirom,13.743908,100.49895
2,103800005,104900005 ,10200,10200,กรุงเทพมหานคร,Bangkok,เขตพระนคร,Phra Nakhon,แขวงวัดราชบพิธ,Wat Ratchabophit,13.749939999999999,100.499146
3,103800006,104900005 ,10200,10200,กรุงเทพมหานคร,Bangkok,เขตพระนคร,Phra Nakhon,แขวงสำราญราษฎร์,Samran Rat,13.751119000000001,100.503365
4,103800007,104900005 ,10200,10200,กรุงเทพมหานคร,Bangkok,เขตพระนคร,Phra Nakhon,แขวงศาลเจ้าพ่อเสือ,San Chaopho Suea,13.753960000000001,100.49707
5,103800008,104900005 ,10200,10200,กรุงเทพมหานคร,Bangkok,เขตพระนคร,Phra Nakhon,แขวงเสาชิงช้า,Sao Chingcha,13.753407000000001,100.50022
6,103800009,104900005 ,10200,10200,กรุงเทพมหานคร,Bangkok,เขตพระนคร,Phra Nakhon,แขวงบวรนิเวศ,Bowon Niwet,13.757275,100.50140999999999
7,103800010,104900005 ,10200,10200,กรุงเทพมหานคร,Bangkok,เขตพระนคร,Phra Nakhon,แขวงตลาดยอด,Talat Yot,13.759570000000002,100.497536
8,103800011,104900005 ,10200,10200,กรุงเทพมหานคร,Bangkok,เขตพระนคร,Phra Nakhon,แขวงชนะสงคราม,Chana Songkhram,13.7618685,100.49464
9,103800012,104900005 ,10200,10200,กรุงเทพมหานคร,Bangkok,เขตพระนคร,Phra Nakhon,แขวงบ้านพานถม,Ban Phan Thom,13.761809,100.50304
10,103800013,104900005 ,10200,10200,กรุงเทพมหานคร,Bangkok,เขตพระนคร,Phra Nakhon,แขวงบางขุนพรหม,Bang Khun Phrom,13.764753,100.50546
11,103800014,104900005 ,10200,10200,กรุงเทพมหานคร,Bangkok,เขตพระนคร,Phra Nakhon,แขวงวัดสามพระยา,Wat Sam Phraya,13.767853,100.499176
12,103800016,104900005 ,10300,10300,กรุงเทพมหานคร,Bangkok,เขตดุสิต,Dusit,แขวงดุสิต,Dusit,13.772851000000001,100.51231
13,103800017,104900005 ,10300,10300,กรุงเทพมหานคร,Bangkok,เขตดุสิต,Dusit,แขวงวชิรพยาบาล,Wachira Phayaban,13.778153,100.50476
14,103800018,104900005 ,10300,10300,กรุงเทพมหานคร,Bangkok,เขตดุสิต,Dusit,แขวงสวนจิตรลดา,Suan Chitlada,13.767792000000002,100.52058000000001
15,103800019,104900005 ,10300,10300,กรุงเทพมหานคร,Bangkok,เขตดุสิต,Dusit,แขวงสี่แยกมหานาค,Si Yaek Mahanak,13.757417000000002,100.51739
16,103800020,104900005 ,10300,10300,กรุงเทพมหานคร,Bangkok,เขตดุสิต,Dusit,แขวงถนนนครไชยศรี,Thanon Nakhon Chaisi,13.789069,100.5226
17,103800022,104900005 ,10530,10530,กรุงเทพมหานคร,Bangkok,เขตหนองจอก,Nong Chok,แขวงกระทุ่มราย,Krathum Rai,13.825607999999999,100.89181500000001
18,103800023,104900005 ,10530,10530,กรุงเทพมหานคร,Bangkok,เขตหนองจอก,Nong Chok,แขวงหนองจอก,Nong Chok,13.871756,100.87233
19,103800024,104900005 ,10530,10530,กรุงเทพมหานคร,Bangkok,เขตหนองจอก,Nong Chok,แขวงคลองสิบ,Khlong Sip,13.912765499999999,100.82302
20,103800025,104900005 ,10530,10530,กรุงเทพมหานคร,Bangkok,เขตหนองจอก,Nong Chok,แขวงคลองสิบสอง,Khlong Sip Song,13.915901999999999,100.88020999999999
21,103800026,104900005 ,10530,10530,กรุงเทพมหานคร,Bangkok,เขตหนองจอก,Nong Chok,แขวงโคกแฝด,Khok Faet,13.835432999999998,100.82802
22,103800027,104900005 ,10530,10530,กรุงเทพมหานคร,Bangkok,เขตหนองจอก,Nong Chok,แขวงคู้ฝั่งเหนือ,Khu Fung Nuea,13.873366,100.81170999999999
23,103800028,104900005 ,10530,10530,กรุงเทพมหานคร,Bangkok,เขตหนองจอก,Nong Chok,แขวงลำผักชี,Lam Phak Chi,13.797638000000001,100.83515
24,103800029,104900005 ,10530,10530,กรุงเทพมหานคร,Bangkok,เขตหนองจอก,Nong Chok,แขวงลำต้อยติ่ง,Lam Toiting,13.777343,100.87864
25,103800031,104900005 ,10500,10500,กรุงเทพมหานคร,Bangkok,เขตบางรัก,Bang Rak,แขวงมหาพฤฒาราม,Maha Phruettharam,13.733598,100.520256
26,103800032,104900005 ,10500,10500,กรุงเทพมหานคร,Bangkok,เขตบางรัก,Bang Rak,แขวงสีลม,Si Lom,13.723923999999998,100.5291
27,103800033,104900005 ,10500,10500,กรุงเทพมหานคร,Bangkok,เขตบางรัก,Bang Rak,แขวงสุริยวงศ์,Suriyawong,13.726683999999999,100.52535999999999
28,103800034,104900005 ,10500,10500,กรุงเทพมหานคร,Bangkok,เขตบางรัก,Bang Rak,แขวงบางรัก,Bang Rak,13.724627499999999,100.51437
29,103800035,104900005 ,10500,10500,กรุงเทพมหานคร,Bangkok,เขตบางรัก,Bang Rak,แขวงสี่พระยา,Si Phraya,13.729417999999999,100.52323
30,103800037,104900005 ,10220,10220,กรุงเทพมหานคร,Bangkok,เขตบางเขน,Bang Khen,แขวงอนุสาวรีย์,Anusawari,13.867914,100.60576999999999
31,103800038,104900005 ,10220,10220,กรุงเทพมหานคร,Bangkok,เขตบางเขน,Bang Khen,แขวงท่าแร้ง,Tha Raeng,13.866016,100.64998
32,103800201,104900005 ,10220,10220,กรุงเทพมหานคร,Bangkok,เขตสายไหม,Sai Mai,แขวงสายไหม,Sai Mai,13.921375,100.652664
33,103800202,104900005 ,10220,10220,กรุงเทพมหานคร,Bangkok,เขตสายไหม,Sai Mai,แขวงออเงิน,O Ngoen,13.896317499999999,100.6723
34,103800203,104900005 ,10220,10220,กรุงเทพมหานคร,Bangkok,เขตสายไหม,Sai Mai,แขวงคลองถนน,Khlong Thanon,13.89789,100.62966999999999
35,103800040,104900005 ,10240,10240,กรุงเทพมหานคร,Bangkok,เขตบางกะปิ,Bang Kapi,แขวงคลองจั่น,Khlong Chan,13.788422,100.63509
36,103800041,104900005 ,10240,10240,กรุงเทพมหานคร,Bangkok,เขตบางกะปิ,Bang Kapi,แขวงหัวหมาก,Hua Mak,13.755106,100.64371
37,103800135,104900005 ,10240,10240,กรุงเทพมหานคร,Bangkok,เขตบึงกุ่ม,Bueng Kum,แขวงคลองกุ่ม,Khlong Kum,13.794101999999999,100.66059
38,103800138,104900005 ,10240,10240,กรุงเทพมหานคร,Bangkok,เขตบึงกุ่ม,Bueng Kum,แขวงนวมินทร์,Nawamin,13.804764000000002,100.64178000000001
39,103800139,104900005 ,10240,10240,กรุงเทพมหานคร,Bangkok,เขตบึงกุ่ม,Bueng Kum,แขวงนวลจันทร์,Nuan Chan,13.828942999999999,100.64499
40,103800208,104900005 ,10240,10240,กรุงเทพมหานคร,Bangkok,เขตสะพานสูง,Saphan Sung,แขวงสะพานสูง,Saphan Sung,13.76273,100.6915
41,103800043,104900005 ,10330,10330,กรุงเทพมหานคร,Bangkok,เขตปทุมวัน,Pathum Wan,แขวงรองเมือง,Rong Mueang,13.744528,100.51971
42,103800044,104900005 ,10330,10330,กรุงเทพมหานคร,Bangkok,เขตปทุมวัน,Pathum Wan,แขวงวังใหม่,Wang Mai,13.741767000000001,100.52654
43,103800045,104900005 ,10330,10330,กรุงเทพมหานคร,Bangkok,เขตปทุมวัน,Pathum Wan,แขวงปทุมวัน,Pathum Wan,13.740375,100.53485
44,103800046,104900005 ,10330,10330,กรุงเทพมหานคร,Bangkok,เขตปทุมวัน,Pathum Wan,แขวงลุมพินี,Lumphini,13.736259,100.54551
45,103800048,104900005 ,10100,10100,กรุงเทพมหานคร,Bangkok,เขตป้อมปราบศัตรูพ่าย,Pom Prap Sattru Phai,แขวงป้อมปราบ,Pom Prap,13.743737,100.51182
46,103800049,104900005 ,10100,10100,กรุงเทพมหานคร,Bangkok,เขตป้อมปราบศัตรูพ่าย,Pom Prap Sattru Phai,แขวงวัดเทพศิรินทร์,Wat Thepsirin,13.748558,100.51209
47,103800050,104900005 ,10100,10100,กรุงเทพมหานคร,Bangkok,เขตป้อมปราบศัตรูพ่าย,Pom Prap Sattru Phai,แขวงคลองมหานาค,Khlong Mahanak,13.753331,100.513535
48,103800051,104900005 ,10100,10100,กรุงเทพมหานคร,Bangkok,เขตป้อมปราบศัตรูพ่าย,Pom Prap Sattru Phai,แขวงบ้านบาตร,Ban Bat,13.751665,100.50675
49,103800052,104900005 ,10100,10100,กรุงเทพมหานคร,Bangkok,เขตป้อมปราบศัตรูพ่าย,Pom Prap Sattru Phai,แขวงวัดโสมนัส,Wat Sommanat,13.758876,100.51065
50,103800069,104900005 ,10100,10100,กรุงเทพมหานคร,Bangkok,เขตสัมพันธวงศ์,Samphanthawong,แขวงจักรวรรดิ,Chakkrawat,13.740552,100.504425
51,103800070,104900005 ,10100,10100,กรุงเทพมหานคร,Bangkok,เขตสัมพันธวงศ์,Samphanthawong,แขวงสัมพันธวงศ์,Samphanthawong,13.739918,100.50908000000001
52,103800071,104900005 ,10100,10100,กรุงเทพมหานคร,Bangkok,เขตสัมพันธวงศ์,Samphanthawong,แขวงตลาดน้อย,Talat Noi,13.734328,100.51346600000001
53,103800054,104900005 ,10260,10260,กรุงเทพมหานคร,Bangkok,เขตพระโขนง,Phra Khanong,แขวงบางจาก,Bang Chak,13.692235,100.61371
54,103800221,104900005 ,10260,10260,กรุงเทพมหานคร,Bangkok,เขตบางนา,Bang Na,แขวงบางนา,Bang Na,13.667615,100.61843
55,103800056,104900005 ,10510,10510,กรุงเทพมหานคร,Bangkok,เขตมีนบุรี,Min Buri,แขวงมีนบุรี,Min Buri,13.805007000000002,100.72624
56,103800057,104900005 ,10510,10510,กรุงเทพมหานคร,Bangkok,เขตมีนบุรี,Min Buri,แขวงแสนแสบ,Saen Saep,13.811467000000002,100.77391999999999
57,103800215,104900005 ,10510,10510,กรุงเทพมหานคร,Bangkok,เขตคลองสามวา,Khlong Sam Wa,แขวงสามวาตะวันตก,Sam Wa Tawan Tok,13.889064000000001,100.70801999999999
58,103800216,104900005 ,10510,10510,กรุงเทพมหานคร,Bangkok,เขตคลองสามวา,Khlong Sam Wa,แขวงสามวาตะวันออก,Sam Wa Tawan Ok,13.896573000000002,100.76068000000001
59,103800217,104900005 ,10510,10510,กรุงเทพมหานคร,Bangkok,เขตคลองสามวา,Khlong Sam Wa,แขวงบางชัน,Bang Chan,13.844296,100.70638000000001
60,103800218,104900005 ,10510,10510,กรุงเทพมหานคร,Bangkok,เขตคลองสามวา,Khlong Sam Wa,แขวงทรายกองดิน,Sai Kong Din,13.8533945,100.74515
61,103800219,104900005 ,10510,10510,กรุงเทพมหานคร,Bangkok,เขตคลองสามวา,Khlong Sam Wa,แขวงทรายกองดินใต้,Sai Kong Din Tai,13.851048,100.7729
62,103800059,104900005 ,10520,10520,กรุงเทพมหานคร,Bangkok,เขตลาดกระบัง,Lat Krabang,แขวงลาดกระบัง,Lat Krabang,13.722632999999998,100.74937
63,103800060,104900005 ,10520,10520,กรุงเทพมหานคร,Bangkok,เขตลาดกระบัง,Lat Krabang,แขวงคลองสองต้นนุ่น,Khlong Song Ton Nun,13.751656,100.72474
64,103800061,104900005 ,10520,10520,กรุงเทพมหานคร,Bangkok,เขตลาดกระบัง,Lat Krabang,แขวงคลองสามประเวศ,Khlong Sam Prawet,13.752438,100.75437
65,103800062,104900005 ,10520,10520,กรุงเทพมหานคร,Bangkok,เขตลาดกระบัง,Lat Krabang,แขวงลำปลาทิว,Lam Pla Thio,13.761897,100.79619
66,103800063,104900005 ,10520,10520,กรุงเทพมหานคร,Bangkok,เขตลาดกระบัง,Lat Krabang,แขวงทับยาว,Thap Yao,13.734398,100.82136
67,103800064,104900005 ,10520,10520,กรุงเทพมหานคร,Bangkok,เขตลาดกระบัง,Lat Krabang,แขวงขุมทอง,Khum Thong,13.727310000000001,100.853546
68,103800066,104900005 ,10120,10120,กรุงเทพมหานคร,Bangkok,เขตยานนาวา,Yan Nawa,แขวงช่องนนทรี,Chong Nonsi,13.696857000000001,100.54403
69,103800067,104900005 ,10120,10120,กรุงเทพมหานคร,Bangkok,เขตยานนาวา,Yan Nawa,แขวงบางโพงพาง,Bang Phongphang,13.680732999999998,100.53263000000001
70,103800141,104900005 ,10120,10120,กรุงเทพมหานคร,Bangkok,เขตสาทร,Sathon,แขวงทุ่งวัดดอน,Thung Wat Don,13.715902999999999,100.5204
71,103800142,104900005 ,10120,10120,กรุงเทพมหานคร,Bangkok,เขตสาทร,Sathon,แขวงยานนาวา,Yan Nawa,13.708611999999999,100.52614
72,103800143,104900005 ,10120,10120,กรุงเทพมหานคร,Bangkok,เขตสาทร,Sathon,แขวงทุ่งมหาเมฆ,Thung Mahamek,13.717588000000001,100.54137
73,103800154,104900005 ,10120,10120,กรุงเทพมหานคร,Bangkok,เขตบางคอแหลม,Bang Kho Laem,แขวงบางคอแหลม,Bang Kho Laem,13.696389000000002,100.49833000000001
74,103800155,104900005 ,10120,10120,กรุงเทพมหานคร,Bangkok,เขตบางคอแหลม,Bang Kho Laem,แขวงวัดพระยาไกร,Wat Phraya Krai,13.705703,100.50793
75,103800156,104900005 ,10120,10120,กรุงเทพมหานคร,Bangkok,เขตบางคอแหลม,Bang Kho Laem,แขวงบางโคล่,Bang Khlo,13.693921,100.51572
76,103800073,104900005 ,10400,10400,กรุงเทพมหานคร,Bangkok,เขตพญาไท,Phaya Thai,แขวงสามเสนใน,Sam Sen Nai,13.7818775,100.545006
77,103800133,104900005 ,10400,10400,กรุงเทพมหานคร,Bangkok,เขตดินแดง,Din Daeng,แขวงดินแดง,Din Daeng,13.775037,100.56329000000001
78,103800181,104900005 ,10400,10400,กรุงเทพมหานคร,Bangkok,เขตราชเทวี,Ratchathewi,แขวงทุ่งพญาไท,Thung Phaya Thai,13.763044,100.52976
79,103800182,104900005 ,10400,10400,กรุงเทพมหานคร,Bangkok,เขตราชเทวี,Ratchathewi,แขวงถนนพญาไท,Thanon Phaya Thai,13.757315,100.53841
80,103800183,104900005 ,10400,10400,กรุงเทพมหานคร,Bangkok,เขตราชเทวี,Ratchathewi,แขวงถนนเพชรบุรี,Thanon Phet Buri,13.752219,100.52796
81,103800184,104900005 ,10400,10400,กรุงเทพมหานคร,Bangkok,เขตราชเทวี,Ratchathewi,แขวงมักกะสัน,Makkasan,13.753381,100.55167
82,103800075,104900005 ,10600,10600,กรุงเทพมหานคร,Bangkok,เขตธนบุรี,Thon Buri,แขวงวัดกัลยาณ์,Wat Kanlaya,13.736820999999999,100.4929
83,103800076,104900005 ,10600,10600,กรุงเทพมหานคร,Bangkok,เขตธนบุรี,Thon Buri,แขวงหิรัญรูจี,Hiranruchi,13.730566,100.48993
84,103800077,104900005 ,10600,10600,กรุงเทพมหานคร,Bangkok,เขตธนบุรี,Thon Buri,แขวงบางยี่เรือ,Bang Yi Ruea,13.722698999999999,100.48611
85,103800078,104900005 ,10600,10600,กรุงเทพมหานคร,Bangkok,เขตธนบุรี,Thon Buri,แขวงบุคคโล,Bukkhalo,13.7135315,100.484566
86,103800079,104900005 ,10600,10600,กรุงเทพมหานคร,Bangkok,เขตธนบุรี,Thon Buri,แขวงตลาดพลู,Talat Phlu,13.716837,100.47399999999999
87,103800080,104900005 ,10600,10600,กรุงเทพมหานคร,Bangkok,เขตธนบุรี,Thon Buri,แขวงดาวคะนอง,Dao Khanong,13.702485000000001,100.4832
88,103800081,104900005 ,10600,10600,กรุงเทพมหานคร,Bangkok,เขตธนบุรี,Thon Buri,แขวงสำเหร่,Samre,13.709076999999999,100.49168399999999
89,103800083,104900005 ,10600,10600,กรุงเทพมหานคร,Bangkok,เขตบางกอกใหญ่,Bangkok Yai,แขวงวัดอรุณ,Wat Arun,13.742798,100.48646
90,103800084,104900005 ,10600,10600,กรุงเทพมหานคร,Bangkok,เขตบางกอกใหญ่,Bangkok Yai,แขวงวัดท่าพระ,Wat Tha Phra,13.733897,100.474525
91,103800090,104900005 ,10600,10600,กรุงเทพมหานคร,Bangkok,เขตคลองสาน,Khlong San,แขวงสมเด็จเจ้าพระยา,Somdet Chaophraya,13.732856,100.49882
92,103800091,104900005 ,10600,10600,กรุงเทพมหานคร,Bangkok,เขตคลองสาน,Khlong San,แขวงคลองสาน,Khlong San,13.731117999999999,100.50503499999999
93,103800092,104900005 ,10600,10600,กรุงเทพมหานคร,Bangkok,เขตคลองสาน,Khlong San,แขวงบางลำภูล่าง,Bang Lamphu Lang,13.714407999999999,100.500786
94,103800093,104900005 ,10600,10600,กรุงเทพมหานคร,Bangkok,เขตคลองสาน,Khlong San,แขวงคลองต้นไทร,Khlong Ton Sai,13.723548999999998,100.50455
95,103800086,104900005 ,10310,10310,กรุงเทพมหานคร,Bangkok,เขตห้วยขวาง,Huai Khwang,แขวงห้วยขวาง,Huai Khwang,13.768704999999999,100.57683
96,103800087,104900005 ,10310,10310,กรุงเทพมหานคร,Bangkok,เขตห้วยขวาง,Huai Khwang,แขวงบางกะปิ,Bang Kapi,13.751554999999998,100.58596999999999
97,103800088,104900005 ,10310,10310,กรุงเทพมหานคร,Bangkok,เขตห้วยขวาง,Huai Khwang,แขวงสามเสนนอก,Sam Sen Nok,13.784623999999999,100.5854
98,103800210,104900005 ,10310,10310,กรุงเทพมหานคร,Bangkok,เขตวังทองหลาง,Wang Thonglang,แขวงวังทองหลาง,Wang Thonglang,13.779776000000002,100.59881999999999
99,103800211,104900005 ,10310,10310,กรุงเทพมหานคร,Bangkok,เขตวังทองหลาง,Wang Thonglang,แขวงสะพานสอง,Saphan Song,13.794742000000001,100.60058000000001
100,103800212,104900005 ,10310,10310,กรุงเทพมหานคร,Bangkok,เขตวังทองหลาง,Wang Thonglang,แขวงคลองเจ้าคุณสิงห์,Khlong Chaokhun Sing,13.788195000000002,100.620575
101,103800213,104900005 ,10310,10310,กรุงเทพมหานคร,Bangkok,เขตวังทองหลาง,Wang Thonglang,แขวงพลับพลา,Phlapphla,13.768538000000001,100.61375
102,103800095,104900005 ,10170,10170,กรุงเทพมหานคร,Bangkok,เขตตลิ่งชัน,Taling Chan,แขวงคลองชักพระ,Khlong Chak Phra,13.765652,100.45769
103,103800096,104900005 ,10170,10170,กรุงเทพมหานคร,Bangkok,เขตตลิ่งชัน,Taling Chan,แขวงตลิ่งชัน,Taling Chan,13.791001999999999,100.45145
104,103800097,104900005 ,10170,10170,กรุงเทพมหานคร,Bangkok,เขตตลิ่งชัน,Taling Chan,แขวงฉิมพลี,Chimphli,13.786144,100.42862
105,103800098,104900005 ,10170,10170,กรุงเทพมหานคร,Bangkok,เขตตลิ่งชัน,Taling Chan,แขวงบางพรม,Bang Phrom,13.752270000000001,100.44148
106,103800099,104900005 ,10170,10170,กรุงเทพมหานคร,Bangkok,เขตตลิ่งชัน,Taling Chan,แขวงบางระมาด,Bang Ramat,13.767145000000001,100.42848000000001
107,103800100,104900005 ,10170,10170,กรุงเทพมหานคร,Bangkok,เขตตลิ่งชัน,Taling Chan,แขวงบางเชือกหนัง,Bang Chueak Nang,13.747781,100.42676999999999
108,103800223,104900005 ,10170,10170,กรุงเทพมหานคร,Bangkok,เขตทวีวัฒนา,Thawi Watthana,แขวงทวีวัฒนา,Thawi Watthana,13.758698,100.35933
109,103800224,104900005 ,10170,10170,กรุงเทพมหานคร,Bangkok,เขตทวีวัฒนา,Thawi Watthana,แขวงศาลาธรรมสพน์,Sala Thammasop,13.785654000000001,100.37356
110,103800102,104900005 ,10700,10700,กรุงเทพมหานคร,Bangkok,เขตบางกอกน้อย,Bangkok Noi,แขวงศิริราช,Sirirat,13.756948000000001,100.48274
111,103800103,104900005 ,10700,10700,กรุงเทพมหานคร,Bangkok,เขตบางกอกน้อย,Bangkok Noi,แขวงบ้านช่างหล่อ,Ban Chang Lo,13.752204,100.475624
112,103800104,104900005 ,10700,10700,กรุงเทพมหานคร,Bangkok,เขตบางกอกน้อย,Bangkok Noi,แขวงบางขุนนนท์,Bang Khun Non,13.772658999999999,100.466545
113,103800105,104900005 ,10700,10700,กรุงเทพมหานคร,Bangkok,เขตบางกอกน้อย,Bangkok Noi,แขวงบางขุนศรี,Bang Khun Si,13.759834,100.46311
114,103800106,104900005 ,10700,10700,กรุงเทพมหานคร,Bangkok,เขตบางกอกน้อย,Bangkok Noi,แขวงอรุณอมรินทร์,Arun Ammarin,13.772198999999999,100.47739399999999
115,103800128,104900005 ,10700,10700,กรุงเทพมหานคร,Bangkok,เขตบางพลัด,Bang Phlat,แขวงบางพลัด,Bang Phlat,13.79004,100.492355
116,103800129,104900005 ,10700,10700,กรุงเทพมหานคร,Bangkok,เขตบางพลัด,Bang Phlat,แขวงบางอ้อ,Bang O,13.800167000000002,100.50868
117,103800130,104900005 ,10700,10700,กรุงเทพมหานคร,Bangkok,เขตบางพลัด,Bang Phlat,แขวงบางบำหรุ,Bang Bamru,13.7833605,100.48096
118,103800131,104900005 ,10700,10700,กรุงเทพมหานคร,Bangkok,เขตบางพลัด,Bang Phlat,แขวงบางยี่ขัน,Bang Yi Khan,13.774303,100.492386
119,103800108,104900005 ,10150,10150,กรุงเทพมหานคร,Bangkok,เขตบางขุนเทียน,Bang Khun Thian,แขวงท่าข้าม,Tha Kham,13.573668,100.4373
120,103800109,104900005 ,10150,10150,กรุงเทพมหานคร,Bangkok,เขตบางขุนเทียน,Bang Khun Thian,แขวงแสมดำ,Samae Dam,13.621493,100.41283
121,103800172,104900005 ,10150,10150,กรุงเทพมหานคร,Bangkok,เขตจอมทอง,Chom Thong,แขวงบางขุนเทียน,Bang Khun Thian,13.697435999999998,100.44949
122,103800173,104900005 ,10150,10150,กรุงเทพมหานคร,Bangkok,เขตจอมทอง,Chom Thong,แขวงบางค้อ,Bang Kho,13.706529000000002,100.4689
123,103800174,104900005 ,10150,10150,กรุงเทพมหานคร,Bangkok,เขตจอมทอง,Chom Thong,แขวงบางมด,Bang Mot,13.671451999999999,100.46814
124,103800175,104900005 ,10150,10150,กรุงเทพมหานคร,Bangkok,เขตจอมทอง,Chom Thong,แขวงจอมทอง,Chom Thong,13.688004000000001,100.467606
125,103800229,104900005 ,10150,10150,กรุงเทพมหานคร,Bangkok,เขตบางบอน,Bang Bon,แขวงบางบอน,Bang Bon,13.656451,100.3921
126,103800111,104900005 ,10160,10160,กรุงเทพมหานคร,Bangkok,เขตภาษีเจริญ,Phasi Charoen,แขวงบางหว้า,Bang Wa,13.708905999999999,100.43972
127,103800112,104900005 ,10160,10160,กรุงเทพมหานคร,Bangkok,เขตภาษีเจริญ,Phasi Charoen,แขวงบางด้วน,Bang Duan,13.723597,100.43593
128,103800054,104900005 ,10160,10160,กรุงเทพมหานคร,Bangkok,เขตภาษีเจริญ,Phasi Charoen,แขวงบางจาก,Bang Chak,13.729148,100.45222
129,103800117,104900005 ,10160,10160,กรุงเทพมหานคร,Bangkok,เขตภาษีเจริญ,Phasi Charoen,แขวงบางแวก,Bang Waek,13.736464499999999,100.444466
130,103800118,104900005 ,10160,10160,กรุงเทพมหานคร,Bangkok,เขตภาษีเจริญ,Phasi Charoen,แขวงคลองขวาง,Khlong Khwang,13.737991000000001,100.42299
131,103800119,104900005 ,10160,10160,กรุงเทพมหานคร,Bangkok,เขตภาษีเจริญ,Phasi Charoen,แขวงปากคลองภาษีเจริญ,Pak Khlong Phasi Charoen,13.721909,100.46323000000001
132,103800120,104900005 ,10160,10160,กรุงเทพมหานคร,Bangkok,เขตภาษีเจริญ,Phasi Charoen,แขวงคูหาสวรรค์,Khuha Sawan,13.733985,100.45961
133,103800122,104900005 ,10160,10160,กรุงเทพมหานคร,Bangkok,เขตหนองแขม,Nong Khaem,แขวงหนองแขม,Nong Khaem,13.679615,100.35876
134,103800123,104900005 ,10160,10160,กรุงเทพมหานคร,Bangkok,เขตหนองแขม,Nong Khaem,แขวงหนองค้างพลู,Nong Khang Phlu,13.714146,100.35096999999999
135,103800193,104900005 ,10160,10160,กรุงเทพมหานคร,Bangkok,เขตบางแค,Bang Khae,แขวงบางแค,Bang Khae,13.696431,100.41646999999999
136,103800194,104900005 ,10160,10160,กรุงเทพมหานคร,Bangkok,เขตบางแค,Bang Khae,แขวงบางแคเหนือ,Bang Khae Nuea,13.719918,100.39744
137,103800195,104900005 ,10160,10160,กรุงเทพมหานคร,Bangkok,เขตบางแค,Bang Khae,แขวงบางไผ่,Bang Phai,13.740614,100.38447
138,103800196,104900005 ,10160,10160,กรุงเทพมหานคร,Bangkok,เขตบางแค,Bang Khae,แขวงหลักสอง,Lak Song,13.69195,100.39357
139,103800125,104900005 ,10140,10140,กรุงเทพมหานคร,Bangkok,เขตราษฎร์บูรณะ,Rat Burana,แขวงราษฎร์บูรณะ,Rat Burana,13.670798999999999,100.50981
140,103800126,104900005 ,10140,10140,กรุงเทพมหานคร,Bangkok,เขตราษฎร์บูรณะ,Rat Burana,แขวงบางปะกอก,Bang Pakok,13.674732,100.492195
141,103800174,104900005 ,10140,10140,กรุงเทพมหานคร,Bangkok,เขตทุ่งครุ,Thung Khru,แขวงบางมด,Bang Mot,13.649282000000001,100.49189
142,103800227,104900005 ,10140,10140,กรุงเทพมหานคร,Bangkok,เขตทุ่งครุ,Thung Khru,แขวงทุ่งครุ,Thung Khru,13.617123000000001,100.49727
143,103800145,104900005 ,10800,10800,กรุงเทพมหานคร,Bangkok,เขตบางซื่อ,Bang Sue,แขวงบางซื่อ,Bang Sue,13.810638,100.53022
144,103800146,104900005 ,10800,10800,กรุงเทพมหานคร,Bangkok,เขตบางซื่อ,Bang Sue,แขวงวงศ์สว่าง,Wong Sawang,13.829464000000002,100.52672
145,103800148,104900005 ,10900,10900,กรุงเทพมหานคร,Bangkok,เขตจตุจักร,Chatuchak,แขวงลาดยาว,Lat Yao,13.84317,100.561386
146,103800149,104900005 ,10900,10900,กรุงเทพมหานคร,Bangkok,เขตจตุจักร,Chatuchak,แขวงเสนานิคม,Sena Nikhom,13.842103,100.58363
147,103800150,104900005 ,10900,10900,กรุงเทพมหานคร,Bangkok,เขตจตุจักร,Chatuchak,แขวงจันทรเกษม,Chantharakasem,13.819377,100.58121
148,103800151,104900005 ,10900,10900,กรุงเทพมหานคร,Bangkok,เขตจตุจักร,Chatuchak,แขวงจอมพล,Chomphon,13.808523000000001,100.56572
149,103800152,104900005 ,10900,10900,กรุงเทพมหานคร,Bangkok,เขตจตุจักร,Chatuchak,แขวงจตุจักร,Chatuchak,13.816188,100.55095
150,103800158,104900005 ,10250,10250,กรุงเทพมหานคร,Bangkok,เขตประเวศ,Prawet,แขวงประเวศ,Prawet,13.717531,100.67989
151,103800159,104900005 ,10250,10250,กรุงเทพมหานคร,Bangkok,เขตประเวศ,Prawet,แขวงหนองบอน,Nong Bon,13.686865,100.65581999999999
152,103800160,104900005 ,10250,10250,กรุงเทพมหานคร,Bangkok,เขตประเวศ,Prawet,แขวงดอกไม้,Dokmai,13.680801,100.68916999999999
153,103800161,104900005 ,10250,10250,กรุงเทพมหานคร,Bangkok,เขตสวนหลวง,Suan Luang,แขวงสวนหลวง,Suan Luang,13.725905,100.62804
154,103800163,104900005 ,10110,10110,กรุงเทพมหานคร,Bangkok,เขตคลองเตย,Khlong Toei,แขวงคลองเตย,Khlong Toei,13.717598,100.56465
