,location_code,location_region_code,postcode,geocode,th_province,en_province,th_district,en_district,th_subdistrict,en_subdistrict,latitude,longitude
1946,103802252,104900003 ,32000,32000,สุรินทร์,Surin,อำเภอเมืองสุรินทร์,Mueang Surin,ตำบลสลักได,Salak Dai,14.855386,103.5669
1947,103802253,104900003 ,32000,32000,สุรินทร์,Surin,อำเภอเมืองสุรินทร์,Mueang Surin,ตำบลตาอ็อง,Ta-Ong,14.747902999999999,103.59274
1948,103800276,104900001 ,32000,32000,สุรินทร์,Surin,อำเภอเมืองสุรินทร์,Mueang Surin,ตำบลสำโรง,Samrong,14.799056,103.62514
1949,103802255,104900003 ,32000,32000,สุรินทร์,Surin,อำเภอเมืองสุรินทร์,Mueang Surin,ตำบลแกใหญ่,Kae Yai,14.948069,103.51437
1950,103802256,104900003 ,32000,32000,สุรินทร์,Surin,อำเภอเมืองสุรินทร์,Mueang Surin,ตำบลนอกเมือง,Nok Mueang,14.860192999999999,103.49415
1951,103802257,104900003 ,32000,32000,สุรินทร์,Surin,อำเภอเมืองสุรินทร์,Mueang Surin,ตำบลคอโค,Kho Kho,14.885985,103.42798
1952,103802258,104900003 ,32000,32000,สุรินทร์,Surin,อำเภอเมืองสุรินทร์,Mueang Surin,ตำบลสวาย,Sawai,14.792439000000002,103.33703
1953,103802259,104900003 ,32000,32000,สุรินทร์,Surin,อำเภอเมืองสุรินทร์,Mueang Surin,ตำบลเฉนียง,Chaniang,14.79442,103.47471
1954,103802260,104900003 ,32000,32000,สุรินทร์,Surin,อำเภอเมืองสุรินทร์,Mueang Surin,ตำบลเทนมีย์,Then Mi,14.774695000000001,103.54202
1955,103802261,104900003 ,32000,32000,สุรินทร์,Surin,อำเภอเมืองสุรินทร์,Mueang Surin,ตำบลนาบัว,Na Bua,14.782067999999999,103.412
1956,103802262,104900003 ,32000,32000,สุรินทร์,Surin,อำเภอเมืองสุรินทร์,Mueang Surin,ตำบลเมืองที,Mueang Thi,14.908164000000001,103.653595
1957,103802263,104900003 ,32000,32000,สุรินทร์,Surin,อำเภอเมืองสุรินทร์,Mueang Surin,ตำบลราม,Ram,14.846632999999999,103.64996
1958,103802264,104900003 ,32000,32000,สุรินทร์,Surin,อำเภอเมืองสุรินทร์,Mueang Surin,ตำบลบุฤาษี,Bu Ruesi,14.906154,103.59878
1959,103802265,104900003 ,32000,32000,สุรินทร์,Surin,อำเภอเมืองสุรินทร์,Mueang Surin,ตำบลตระแสง,Trasaeng,14.8496685,103.403885
1960,103802266,104900003 ,32000,32000,สุรินทร์,Surin,อำเภอเมืองสุรินทร์,Mueang Surin,ตำบลแสลงพันธ์,Salaeng Phan,14.916049,103.54682
1961,103802267,104900003 ,32000,32000,สุรินทร์,Surin,อำเภอเมืองสุรินทร์,Mueang Surin,ตำบลกาเกาะ,Ka Ko,15.113539999999999,103.47358
1962,103802411,104900003 ,32000,32000,สุรินทร์,Surin,อำเภอเขวาสินรินทร์,Khwao Sin Rin,ตำบลเขวาสินรินทร์,Khwao Sin Rin,15.009645,103.582245
1963,103801176,104900007 ,32000,32000,สุรินทร์,Surin,อำเภอเขวาสินรินทร์,Khwao Sin Rin,ตำบลบึง,Bueng,15.0575285,103.605576
1964,103802413,104900003 ,32000,32000,สุรินทร์,Surin,อำเภอเขวาสินรินทร์,Khwao Sin Rin,ตำบลตากูก,Ta Kuk,15.026244,103.647194
1965,103802414,104900003 ,32000,32000,สุรินทร์,Surin,อำเภอเขวาสินรินทร์,Khwao Sin Rin,ตำบลปราสาททอง,Prasat Thong,14.978596,103.64757
1966,103802415,104900003 ,32000,32000,สุรินทร์,Surin,อำเภอเขวาสินรินทร์,Khwao Sin Rin,ตำบลบ้านแร่,Ban Rae,14.966976999999998,103.58073
1967,103802269,104900003 ,32190,32190,สุรินทร์,Surin,อำเภอชุมพลบุรี,Chumphon Buri,ตำบลชุมพลบุรี,Chumphon Buri,15.385394,103.41471
1968,103802270,104900003 ,32190,32190,สุรินทร์,Surin,อำเภอชุมพลบุรี,Chumphon Buri,ตำบลนาหนองไผ่,Na Nong Phai,15.372345000000001,103.49109
1969,103802271,104900003 ,32190,32190,สุรินทร์,Surin,อำเภอชุมพลบุรี,Chumphon Buri,ตำบลไพรขลา,Phrai Khla,15.393448000000001,103.55452
1970,103802272,104900003 ,32190,32190,สุรินทร์,Surin,อำเภอชุมพลบุรี,Chumphon Buri,ตำบลศรีณรงค์,Si Narong,15.373160999999998,103.33874499999999
1971,103802273,104900003 ,32190,32190,สุรินทร์,Surin,อำเภอชุมพลบุรี,Chumphon Buri,ตำบลยะวึก,Yawuek,15.360244,103.23543000000001
1972,103802274,104900003 ,32190,32190,สุรินทร์,Surin,อำเภอชุมพลบุรี,Chumphon Buri,ตำบลเมืองบัว,Mueang Bua,15.417224,103.19878
1973,103802275,104900003 ,32190,32190,สุรินทร์,Surin,อำเภอชุมพลบุรี,Chumphon Buri,ตำบลสระขุด,Sa Khut,15.440714000000002,103.1336
1974,103802276,104900003 ,32190,32190,สุรินทร์,Surin,อำเภอชุมพลบุรี,Chumphon Buri,ตำบลกระเบื้อง,Krabueang,15.367613,103.29118000000001
1975,103802277,104900003 ,32190,32190,สุรินทร์,Surin,อำเภอชุมพลบุรี,Chumphon Buri,ตำบลหนองเรือ,Nong Ruea,15.309917,103.55553
1976,103800992,104900001 ,32120,32120,สุรินทร์,Surin,อำเภอท่าตูม,Tha Tum,ตำบลท่าตูม,Tha Tum,15.304219,103.672516
1977,103802280,104900003 ,32120,32120,สุรินทร์,Surin,อำเภอท่าตูม,Tha Tum,ตำบลกระโพ,Krapho,15.246145,103.49251
1978,103802281,104900003 ,32120,32120,สุรินทร์,Surin,อำเภอท่าตูม,Tha Tum,ตำบลพรมเทพ,Phrom Thep,15.354501,103.61416
1979,103802282,104900003 ,32120,32120,สุรินทร์,Surin,อำเภอท่าตูม,Tha Tum,ตำบลโพนครก,Phon Khrok,15.403518,103.754654
1980,103802163,104900003 ,32120,32120,สุรินทร์,Surin,อำเภอท่าตูม,Tha Tum,ตำบลเมืองแก,Mueang Kae,15.218601000000001,103.65762
1981,103802284,104900003 ,32120,32120,สุรินทร์,Surin,อำเภอท่าตูม,Tha Tum,ตำบลบะ,Ba,15.241988000000001,103.56889
1982,103800755,104900001 ,32120,32120,สุรินทร์,Surin,อำเภอท่าตูม,Tha Tum,ตำบลหนองบัว,Nong Bua,15.3271055,103.74374399999999
1983,103802286,104900003 ,32120,32120,สุรินทร์,Surin,อำเภอท่าตูม,Tha Tum,ตำบลบัวโคก,Bua Khok,15.229466,103.71101
1984,103802287,104900003 ,32120,32120,สุรินทร์,Surin,อำเภอท่าตูม,Tha Tum,ตำบลหนองเมธี,Nong Methi,15.232838000000001,103.61478000000001
1985,103802288,104900003 ,32120,32120,สุรินทร์,Surin,อำเภอท่าตูม,Tha Tum,ตำบลทุ่งกุลา,Thung Kula,15.412803,103.65414399999999
1986,103802290,104900003 ,32180,32180,สุรินทร์,Surin,อำเภอจอมพระ,Chom Phra,ตำบลจอมพระ,Chom Phra,15.108741,103.60579
1987,103802291,104900003 ,32180,32180,สุรินทร์,Surin,อำเภอจอมพระ,Chom Phra,ตำบลเมืองลีง,Mueang Lueng,15.171610000000001,103.46497
1988,103802292,104900003 ,32180,32180,สุรินทร์,Surin,อำเภอจอมพระ,Chom Phra,ตำบลกระหาด,Krahat,15.132716,103.53139499999999
1989,103802293,104900003 ,32180,32180,สุรินทร์,Surin,อำเภอจอมพระ,Chom Phra,ตำบลบุแกรง,Bu Kraeng,15.083012,103.678795
1990,103802294,104900003 ,32180,32180,สุรินทร์,Surin,อำเภอจอมพระ,Chom Phra,ตำบลหนองสนิท,Nong Sanit,15.15885,103.65449
1991,103802295,104900003 ,32180,32180,สุรินทร์,Surin,อำเภอจอมพระ,Chom Phra,ตำบลบ้านผือ,Ban Phue,15.122485000000001,103.68281999999999
1992,103802296,104900003 ,32180,32180,สุรินทร์,Surin,อำเภอจอมพระ,Chom Phra,ตำบลลุ่มระวี,Lum Rawi,15.160445999999999,103.6052
1993,103801238,104900007 ,32180,32180,สุรินทร์,Surin,อำเภอจอมพระ,Chom Phra,ตำบลชุมแสง,Chum Saeng,15.178722,103.53295
1994,103802298,104900003 ,32180,32180,สุรินทร์,Surin,อำเภอจอมพระ,Chom Phra,ตำบลเป็นสุข,Pen Suk,15.140048,103.56606
1995,103802300,104900003 ,32140,32140,สุรินทร์,Surin,อำเภอปราสาท,Prasat,ตำบลกังแอน,Kang Aen,14.649153,103.4095
1996,103802301,104900003 ,32140,32140,สุรินทร์,Surin,อำเภอปราสาท,Prasat,ตำบลทมอ,Thamo,14.722717999999999,103.48552
1997,103802014,104900003 ,32140,32140,สุรินทร์,Surin,อำเภอปราสาท,Prasat,ตำบลไพล,Phrai,14.709126000000001,103.37738
1998,103802303,104900003 ,32140,32140,สุรินทร์,Surin,อำเภอปราสาท,Prasat,ตำบลปรือ,Prue,14.627279000000001,103.31585
1999,103802304,104900003 ,32140,32140,สุรินทร์,Surin,อำเภอปราสาท,Prasat,ตำบลทุ่งมน,Thung Mon,14.71541,103.28407
2000,103802305,104900003 ,32140,32140,สุรินทร์,Surin,อำเภอปราสาท,Prasat,ตำบลตาเบา,Ta Bao,14.615476000000001,103.49259
2001,103801125,104900007 ,32140,32140,สุรินทร์,Surin,อำเภอปราสาท,Prasat,ตำบลหนองใหญ่,Nong Yai,14.551844000000001,103.46151
2002,103802307,104900003 ,32140,32140,สุรินทร์,Surin,อำเภอปราสาท,Prasat,ตำบลโคกยาง,Khok Yang,14.673079999999999,103.52849599999999
2003,103801031,104900001 ,32140,32140,สุรินทร์,Surin,อำเภอปราสาท,Prasat,ตำบลโคกสะอาด,Khok Sa-At,14.537984,103.37184
2004,103802110,104900003 ,32140,32140,สุรินทร์,Surin,อำเภอปราสาท,Prasat,ตำบลบ้านไทร,Ban Sai,14.619955,103.604324
2005,103802310,104900003 ,32140,32140,สุรินทร์,Surin,อำเภอปราสาท,Prasat,ตำบลโชคนาสาม,Chok Na Sam,14.543785,103.280876
2006,103802311,104900003 ,32140,32140,สุรินทร์,Surin,อำเภอปราสาท,Prasat,ตำบลเชื้อเพลิง,Chue Phloeng,14.713515,103.41762
2007,103802312,104900003 ,32140,32140,สุรินทร์,Surin,อำเภอปราสาท,Prasat,ตำบลปราสาททนง,Prasat Thanong,14.653827,103.35614
2008,103802313,104900003 ,32140,32140,สุรินทร์,Surin,อำเภอปราสาท,Prasat,ตำบลตานี,Tani,14.607049,103.25676999999999
2009,103802314,104900003 ,32140,32140,สุรินทร์,Surin,อำเภอปราสาท,Prasat,ตำบลบ้านพลวง,Ban Phluang,14.598688000000001,103.41147
2010,103802315,104900003 ,32140,32140,สุรินทร์,Surin,อำเภอปราสาท,Prasat,ตำบลกันตวจระมวล,Kanta Wacharamuan,14.588557999999999,103.55743000000001
2011,103802316,104900003 ,32140,32140,สุรินทร์,Surin,อำเภอปราสาท,Prasat,ตำบลสมุด,Samut,14.709272,103.31831
2012,103802122,104900003 ,32140,32140,สุรินทร์,Surin,อำเภอปราสาท,Prasat,ตำบลประทัดบุ,Prathat Bu,14.72511,103.35048
2013,103802400,104900003 ,32140,32140,สุรินทร์,Surin,อำเภอพนมดงรัก,Phanom Dong Rak,ตำบลบักได,Bak Dai,14.409494,103.35038
2014,103801865,104900003 ,32140,32140,สุรินทร์,Surin,อำเภอพนมดงรัก,Phanom Dong Rak,ตำบลโคกกลาง,Khok Klang,14.490158,103.248985
2015,103802402,104900003 ,32140,32140,สุรินทร์,Surin,อำเภอพนมดงรัก,Phanom Dong Rak,ตำบลจีกแดก,Chik Daek,14.476348000000002,103.31344
2016,103802403,104900003 ,32140,32140,สุรินทร์,Surin,อำเภอพนมดงรัก,Phanom Dong Rak,ตำบลตาเมียง,Ta Miang,14.386272,103.260544
2017,103802319,104900003 ,32210,32210,สุรินทร์,Surin,อำเภอกาบเชิง,Kap Choeng,ตำบลกาบเชิง,Kap Choeng,14.4880705,103.58492
2018,103802320,104900003 ,32210,32210,สุรินทร์,Surin,อำเภอกาบเชิง,Kap Choeng,ตำบลคูตัน,Khu Tan,14.538485000000001,103.64923
2019,103802321,104900003 ,32210,32210,สุรินทร์,Surin,อำเภอกาบเชิง,Kap Choeng,ตำบลด่าน,Dan,14.466779999999998,103.711
2020,103802322,104900003 ,32210,32210,สุรินทร์,Surin,อำเภอกาบเชิง,Kap Choeng,ตำบลแนงมุด,Naeng Mut,14.443871,103.42766999999999
2021,103802323,104900003 ,32210,32210,สุรินทร์,Surin,อำเภอกาบเชิง,Kap Choeng,ตำบลโคกตะเคียน,Khok Takhian,14.469014999999999,103.50459000000001
2022,103801785,104900003 ,32210,32210,สุรินทร์,Surin,อำเภอกาบเชิง,Kap Choeng,ตำบลตะเคียน,Takhian,14.463686,103.643196
2023,103802326,104900003 ,32130,32130,สุรินทร์,Surin,อำเภอรัตนบุรี,Rattanaburi,ตำบลรัตนบุรี,Rattanaburi,15.311465,103.84352
2024,103802327,104900003 ,32130,32130,สุรินทร์,Surin,อำเภอรัตนบุรี,Rattanaburi,ตำบลธาตุ,That,15.317599,103.93953
2025,103802328,104900003 ,32130,32130,สุรินทร์,Surin,อำเภอรัตนบุรี,Rattanaburi,ตำบลแก,Kae,15.362401,103.80870999999999
2026,103802329,104900003 ,32130,32130,สุรินทร์,Surin,อำเภอรัตนบุรี,Rattanaburi,ตำบลดอนแรด,Don Raet,15.369304000000001,104.01286
2027,103802330,104900003 ,32130,32130,สุรินทร์,Surin,อำเภอรัตนบุรี,Rattanaburi,ตำบลหนองบัวทอง,Nong Bua Thong,15.393476999999999,103.93502
2028,103802331,104900003 ,32130,32130,สุรินทร์,Surin,อำเภอรัตนบุรี,Rattanaburi,ตำบลหนองบัวบาน,Nong Bua Ban,15.238971,103.82648
2029,103802332,104900003 ,32130,32130,สุรินทร์,Surin,อำเภอรัตนบุรี,Rattanaburi,ตำบลไผ่,Phai,15.325378,103.89622
2030,103802333,104900003 ,32130,32130,สุรินทร์,Surin,อำเภอรัตนบุรี,Rattanaburi,ตำบลเบิด,Boet,15.263298,103.9472
2031,103802334,104900003 ,32130,32130,สุรินทร์,Surin,อำเภอรัตนบุรี,Rattanaburi,ตำบลน้ำเขียว,Nam Khiao,15.315926000000001,103.78761999999999
2032,103802335,104900003 ,32130,32130,สุรินทร์,Surin,อำเภอรัตนบุรี,Rattanaburi,ตำบลกุดขาคีม,Kut Kha Khim,15.410841,103.842606
2033,103802336,104900003 ,32130,32130,สุรินทร์,Surin,อำเภอรัตนบุรี,Rattanaburi,ตำบลยางสว่าง,Yang Sawang,15.306169,103.986824
2034,103802337,104900003 ,32130,32130,สุรินทร์,Surin,อำเภอรัตนบุรี,Rattanaburi,ตำบลทับใหญ่,Thap Yai,15.412331,103.8899
2035,103802417,104900003 ,32130,32130,สุรินทร์,Surin,อำเภอโนนนารายณ์,Non Narai,ตำบลหนองหลวง,Nong Luang,15.229312,103.94062
2036,103802418,104900003 ,32130,32130,สุรินทร์,Surin,อำเภอโนนนารายณ์,Non Narai,ตำบลคำผง,Kham Phong,15.187880999999999,103.947136
2037,103802419,104900003 ,32130,32130,สุรินทร์,Surin,อำเภอโนนนารายณ์,Non Narai,ตำบลโนน,Non,15.186092000000002,103.882286
2038,103802420,104900003 ,32130,32130,สุรินทร์,Surin,อำเภอโนนนารายณ์,Non Narai,ตำบลระเวียง,Rawiang,15.243522,103.887726
2039,103802421,104900003 ,32130,32130,สุรินทร์,Surin,อำเภอโนนนารายณ์,Non Narai,ตำบลหนองเทพ,Nong Thep,15.140835999999998,103.89553000000001
2040,103802339,104900003 ,32160,32160,สุรินทร์,Surin,อำเภอสนม,Sanom,ตำบลสนม,Sanom,15.200973000000001,103.76239
2041,103802340,104900003 ,32160,32160,สุรินทร์,Surin,อำเภอสนม,Sanom,ตำบลโพนโก,Phon Ko,15.251805,103.76949
2042,103802341,104900003 ,32160,32160,สุรินทร์,Surin,อำเภอสนม,Sanom,ตำบลหนองระฆัง,Nong Rakhang,15.146839000000002,103.75567
2043,103802342,104900003 ,32160,32160,สุรินทร์,Surin,อำเภอสนม,Sanom,ตำบลนานวน,Na Nuan,15.138694000000001,103.79312
2044,103802343,104900003 ,32160,32160,สุรินทร์,Surin,อำเภอสนม,Sanom,ตำบลแคน,Khaen,15.172772,103.82864000000001
2045,103802344,104900003 ,32160,32160,สุรินทร์,Surin,อำเภอสนม,Sanom,ตำบลหัวงัว,Hua Ngua,15.122659,103.836426
2046,103802345,104900003 ,32160,32160,สุรินทร์,Surin,อำเภอสนม,Sanom,ตำบลหนองอียอ,Nong I Yo,15.162791,103.72523000000001
2047,103802347,104900003 ,32110,32110,สุรินทร์,Surin,อำเภอศีขรภูมิ,Sikhoraphum,ตำบลระแงง,Ra-Ngaeng,14.916985500000001,103.79728
2048,103802348,104900003 ,32110,32110,สุรินทร์,Surin,อำเภอศีขรภูมิ,Sikhoraphum,ตำบลตรึม,Truem,15.032445000000001,103.84324000000001
2049,103802349,104900003 ,32110,32110,สุรินทร์,Surin,อำเภอศีขรภูมิ,Sikhoraphum,ตำบลจารพัต,Charaphat,14.878252999999999,103.73275
2050,103802350,104900003 ,32110,32110,สุรินทร์,Surin,อำเภอศีขรภูมิ,Sikhoraphum,ตำบลยาง,Yang,14.956881,103.85633
2051,103802351,104900003 ,32110,32110,สุรินทร์,Surin,อำเภอศีขรภูมิ,Sikhoraphum,ตำบลแตล,Tlae,15.029338000000001,103.715294
2052,103800755,104900001 ,32110,32110,สุรินทร์,Surin,อำเภอศีขรภูมิ,Sikhoraphum,ตำบลหนองบัว,Nong Bua,15.084206,103.76116999999999
2053,103802353,104900003 ,32110,32110,สุรินทร์,Surin,อำเภอศีขรภูมิ,Sikhoraphum,ตำบลคาละแมะ,Khalamae,15.081185999999999,103.82146999999999
2054,103802354,104900003 ,32110,32110,สุรินทร์,Surin,อำเภอศีขรภูมิ,Sikhoraphum,ตำบลหนองเหล็ก,Nong Lek,14.811635999999998,103.72161
2055,103802355,104900003 ,32110,32110,สุรินทร์,Surin,อำเภอศีขรภูมิ,Sikhoraphum,ตำบลหนองขวาว,Nong Khwao,14.966814000000001,103.77098000000001
2056,103802356,104900003 ,32110,32110,สุรินทร์,Surin,อำเภอศีขรภูมิ,Sikhoraphum,ตำบลช่างปี่,Chang Pi,14.943891,103.70586999999999
2057,103802357,104900003 ,32110,32110,สุรินทร์,Surin,อำเภอศีขรภูมิ,Sikhoraphum,ตำบลกุดหวาย,Kut Wai,14.920172,103.87386
2058,103802358,104900003 ,32110,32110,สุรินทร์,Surin,อำเภอศีขรภูมิ,Sikhoraphum,ตำบลขวาวใหญ่,Khwao Yai,15.0187645,103.77149
2059,103802359,104900003 ,32110,32110,สุรินทร์,Surin,อำเภอศีขรภูมิ,Sikhoraphum,ตำบลนารุ่ง,Na Rung,14.988002,103.84859
2060,103802360,104900003 ,32110,32110,สุรินทร์,Surin,อำเภอศีขรภูมิ,Sikhoraphum,ตำบลตรมไพร,Trom Phrai,14.851309,103.77991
2061,103802361,104900003 ,32110,32110,สุรินทร์,Surin,อำเภอศีขรภูมิ,Sikhoraphum,ตำบลผักไหม,Phak Mai,14.850597,103.828224
2062,103802363,104900003 ,32150,32150,สุรินทร์,Surin,อำเภอสังขะ,Sangkha,ตำบลสังขะ,Sangkha,14.652148,103.86464000000001
2063,103802364,104900003 ,32150,32150,สุรินทร์,Surin,อำเภอสังขะ,Sangkha,ตำบลขอนแตก,Khon Taek,14.701410999999998,103.90825
2064,103802365,104900003 ,32150,32150,สุรินทร์,Surin,อำเภอสังขะ,Sangkha,ตำบลดม,Dom,14.564348,103.86270999999999
2065,103800565,104900001 ,32150,32150,สุรินทร์,Surin,อำเภอสังขะ,Sangkha,ตำบลพระแก้ว,Phra Kaeo,14.65291,103.95306
2066,103802367,104900003 ,32150,32150,สุรินทร์,Surin,อำเภอสังขะ,Sangkha,ตำบลบ้านจารย์,Ban Chan,14.560609,103.74955
2067,103802368,104900003 ,32150,32150,สุรินทร์,Surin,อำเภอสังขะ,Sangkha,ตำบลกระเทียม,Krathiam,14.6032715,103.67271
2068,103802369,104900003 ,32150,32150,สุรินทร์,Surin,อำเภอสังขะ,Sangkha,ตำบลสะกาด,Sakat,14.624609,103.74601
2069,103802370,104900003 ,32150,32150,สุรินทร์,Surin,อำเภอสังขะ,Sangkha,ตำบลตาตุม,Tatum,14.435462,103.80485
2070,103802371,104900003 ,32150,32150,สุรินทร์,Surin,อำเภอสังขะ,Sangkha,ตำบลทับทัน,Thapthan,14.67586,103.78581
2071,103802372,104900003 ,32150,32150,สุรินทร์,Surin,อำเภอสังขะ,Sangkha,ตำบลตาคง,Ta Khong,14.66349,104.01198000000001
2072,103802373,104900003 ,32150,32150,สุรินทร์,Surin,อำเภอสังขะ,Sangkha,ตำบลบ้านชบ,Ban Chop,14.607256,103.85195999999999
2073,103802374,104900003 ,32150,32150,สุรินทร์,Surin,อำเภอสังขะ,Sangkha,ตำบลเทพรักษา,Thep Raksa,14.474632000000001,103.8636
2074,103802405,104900003 ,32150,32150,สุรินทร์,Surin,อำเภอศรีณรงค์,Si Narong,ตำบลณรงค์,Narong,14.751802,103.87782
2075,103802406,104900003 ,32150,32150,สุรินทร์,Surin,อำเภอศรีณรงค์,Si Narong,ตำบลแจนแวน,Chaen Waen,14.795245000000001,103.92426999999999
2076,103802407,104900003 ,32150,32150,สุรินทร์,Surin,อำเภอศรีณรงค์,Si Narong,ตำบลตรวจ,Truat,14.841606,103.87215
2077,103801659,104900001 ,32150,32150,สุรินทร์,Surin,อำเภอศรีณรงค์,Si Narong,ตำบลหนองแวง,Nong Waeng,14.756307000000001,103.97485999999999
2078,103802409,104900003 ,32150,32150,สุรินทร์,Surin,อำเภอศรีณรงค์,Si Narong,ตำบลศรีสุข,Si Suk,14.74591,103.81316
2079,103802063,104900003 ,32220,32220,สุรินทร์,Surin,อำเภอลำดวน,Lamduan,ตำบลลำดวน,Lamduan,14.702344,103.64186
2080,103802377,104900003 ,32220,32220,สุรินทร์,Surin,อำเภอลำดวน,Lamduan,ตำบลโชคเหนือ,Chok Nuea,14.740419000000001,103.72036
2081,103802378,104900003 ,32220,32220,สุรินทร์,Surin,อำเภอลำดวน,Lamduan,ตำบลอู่โลก,U Lok,14.674755,103.68637
2082,103802379,104900003 ,32220,32220,สุรินทร์,Surin,อำเภอลำดวน,Lamduan,ตำบลตรำดม,Tramdom,14.766929999999999,103.681335
2083,103802380,104900003 ,32220,32220,สุรินทร์,Surin,อำเภอลำดวน,Lamduan,ตำบลตระเปียงเตีย,Trapiang Tia,14.724332,103.75291
2084,103802382,104900003 ,32170,32170,สุรินทร์,Surin,อำเภอสำโรงทาบ,Samrong Thap,ตำบลสำโรงทาบ,Samrong Thap,14.989388,103.92566
2085,103801703,104900003 ,32170,32170,สุรินทร์,Surin,อำเภอสำโรงทาบ,Samrong Thap,ตำบลหนองไผ่ล้อม,Nong Phai Lom,15.037369,103.92718
2086,103802384,104900003 ,32170,32170,สุรินทร์,Surin,อำเภอสำโรงทาบ,Samrong Thap,ตำบลกระออม,Kra-Om,15.130557999999999,103.96666
2087,103802385,104900003 ,32170,32170,สุรินทร์,Surin,อำเภอสำโรงทาบ,Samrong Thap,ตำบลหนองฮะ,Nong Ha,15.096724499999999,103.91193
2088,103802409,104900003 ,32170,32170,สุรินทร์,Surin,อำเภอสำโรงทาบ,Samrong Thap,ตำบลศรีสุข,Si Suk,15.069370000000001,103.93455
2089,103800760,104900001 ,32170,32170,สุรินทร์,Surin,อำเภอสำโรงทาบ,Samrong Thap,ตำบลเกาะแก้ว,Ko Kaeo,14.9434805,103.93396
2090,103802388,104900003 ,32170,32170,สุรินทร์,Surin,อำเภอสำโรงทาบ,Samrong Thap,ตำบลหมื่นศรี,Muen Si,15.012012,103.98093
2091,103802389,104900003 ,32170,32170,สุรินทร์,Surin,อำเภอสำโรงทาบ,Samrong Thap,ตำบลเสม็จ,Samet,15.092229000000001,103.87526
2092,103802390,104900003 ,32170,32170,สุรินทร์,Surin,อำเภอสำโรงทาบ,Samrong Thap,ตำบลสะโน,Sano,15.098018,103.97179399999999
2093,103802391,104900003 ,32170,32170,สุรินทร์,Surin,อำเภอสำโรงทาบ,Samrong Thap,ตำบลประดู่,Pradu,15.067976999999999,103.98953
2094,103802393,104900003 ,32230,32230,สุรินทร์,Surin,อำเภอบัวเชด,Buachet,ตำบลบัวเชด,Buachet,14.527875,103.939964
2095,103802075,104900003 ,32230,32230,สุรินทร์,Surin,อำเภอบัวเชด,Buachet,ตำบลสะเดา,Sadao,14.541595999999998,104.023605
2096,103802395,104900003 ,32230,32230,สุรินทร์,Surin,อำเภอบัวเชด,Buachet,ตำบลจรัส,Charat,14.410127,103.98183399999999
2097,103802396,104900003 ,32230,32230,สุรินทร์,Surin,อำเภอบัวเชด,Buachet,ตำบลตาวัง,Ta Wang,14.608692999999999,104.01531999999999
2098,103802397,104900003 ,32230,32230,สุรินทร์,Surin,อำเภอบัวเชด,Buachet,ตำบลอาโพน,A Phon,14.482164000000001,103.93524000000001
2099,103802398,104900003 ,32230,32230,สุรินทร์,Surin,อำเภอบัวเชด,Buachet,ตำบลสำเภาลูน,Samphao Lun,14.561967000000001,103.965546
2100,103802424,104900003 ,33000,33000,ศรีสะเกษ,Si Sa Ket,อำเภอเมืองศรีสะเกษ,Mueang Si Sa Ket,ตำบลเมืองเหนือ,Mueang Nuea,15.118844000000001,104.33136
2101,103802425,104900003 ,33000,33000,ศรีสะเกษ,Si Sa Ket,อำเภอเมืองศรีสะเกษ,Mueang Si Sa Ket,ตำบลเมืองใต้,Mueang Tai,15.1105585,104.33178000000001
2102,103802426,104900003 ,33000,33000,ศรีสะเกษ,Si Sa Ket,อำเภอเมืองศรีสะเกษ,Mueang Si Sa Ket,ตำบลคูซอด,Khu Sot,15.214579,104.277534
2103,103802427,104900003 ,33000,33000,ศรีสะเกษ,Si Sa Ket,อำเภอเมืองศรีสะเกษ,Mueang Si Sa Ket,ตำบลซำ,Sam,15.036635,104.3291
2104,103802428,104900003 ,33000,33000,ศรีสะเกษ,Si Sa Ket,อำเภอเมืองศรีสะเกษ,Mueang Si Sa Ket,ตำบลจาน,Chan,14.995354,104.39205
2105,103802429,104900003 ,33000,33000,ศรีสะเกษ,Si Sa Ket,อำเภอเมืองศรีสะเกษ,Mueang Si Sa Ket,ตำบลตะดอบ,Tadop,15.041046,104.43245
2106,103802430,104900003 ,33000,33000,ศรีสะเกษ,Si Sa Ket,อำเภอเมืองศรีสะเกษ,Mueang Si Sa Ket,ตำบลหนองครก,Nong Khrok,15.082256,104.29912
2107,103802431,104900003 ,33000,33000,ศรีสะเกษ,Si Sa Ket,อำเภอเมืองศรีสะเกษ,Mueang Si Sa Ket,ตำบลโพนข่า,Phon Kha,15.06499,104.3692
2108,103802432,104900003 ,33000,33000,ศรีสะเกษ,Si Sa Ket,อำเภอเมืองศรีสะเกษ,Mueang Si Sa Ket,ตำบลโพนค้อ,Phon Kho,15.017669,104.36816400000001
2109,103802433,104900003 ,33000,33000,ศรีสะเกษ,Si Sa Ket,อำเภอเมืองศรีสะเกษ,Mueang Si Sa Ket,ตำบลโพนเขวา,Phon Khewa,15.119845000000002,104.44435
2110,103802434,104900003 ,33000,33000,ศรีสะเกษ,Si Sa Ket,อำเภอเมืองศรีสะเกษ,Mueang Si Sa Ket,ตำบลหญ้าปล้อง,Ya Plong,15.152042000000002,104.29751999999999
2111,103802435,104900003 ,33000,33000,ศรีสะเกษ,Si Sa Ket,อำเภอเมืองศรีสะเกษ,Mueang Si Sa Ket,ตำบลทุ่ม,Thum,14.980756,104.33452
